what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1429412973299
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429412978047
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1429412978310
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1429412978424
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429412978452
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1429412978559
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1429412982916
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429412984045
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413003802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413026387
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413029475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413050033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413050178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429413055353
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429413056855
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413057041
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413057108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429413061193
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1429413061278
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413062040
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413062040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413067129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413071303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413088870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413358921
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1429413362780
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1429413369823
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1429413408271
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1429413408288
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1429413408349
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1429413408350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429413426473
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429413432597
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429413446720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413450345
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413459865
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1429413459870
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413460527
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429413462617
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1429413467966
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429413468680
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429413471745
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429413471916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429413496234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414170445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414185906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1429414202445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414216576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414256631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414256758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414273656
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429414286821
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429414286947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414299447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414322357
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414341475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1429414368470
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1429414382612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414384145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414389172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414398641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414451214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414477574
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429414493357
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429414493562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1429414496786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1429414496934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414497992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414525224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414539998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1429414599004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414600467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414601194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414609946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414621413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414623895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414631638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1429414640470
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1429414644522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414646403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414672816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414673823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414726630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414732390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414757500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414762640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414769879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414779115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1429414782005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429414783434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414804528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414818529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414841256
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414844161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414849791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414850727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414905103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429414907759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414911026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429414966344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1429415012300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429415018721
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429415025505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415052734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415121466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1429415153934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1429415154664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429415159114
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429415167252
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429415184809
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1429415188174
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1429415192013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429415208797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1429415217155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415220099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415887385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1429415890298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415904710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429415904827
